system:index,EVI,NDMI,NDVI,NDWI,SAVI,VH,VV,VV_VH_ratio,canal_priority_score,crop_type,field_id,growth_stage,latitude,longitude,moisture_stress,recommended_depth_mm,sar_available,stress_score,water_deficit_mm,.geo
3590,0.1057499555903195,-0.1627625674009323,0.1338518261909485,-0.26020658016204834,0.09923124117777715,-20.657389653183706,-13.876569688419949,0.6717484925802226,10.0,Unclassified,GEE-PIXEL-3590,Sowing/Planting,29.51633514696368,76.72339217060961,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.72339217060961,29.51633514696368]}"
3591,0.04924053459422022,-0.1402587592601776,0.05567789450287819,-0.14539247751235962,0.046751193870618823,-24.246222265009493,-12.963229233746441,0.534649465253132,10.0,Unclassified,GEE-PIXEL-3591,Sowing/Planting,29.5469957169614,76.85579779051824,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.85579779051824,29.5469957169614]}"
3592,0.17367337351733703,-0.13117648661136627,0.2151378095149994,-0.29417988657951355,0.15909551582473266,-22.32079682492681,-13.72830367593398,0.6150454394015316,10.0,Unclassified,GEE-PIXEL-3592,Sowing/Planting,29.838995397110722,76.8208499893889,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8208499893889,29.838995397110722]}"
3593,0.3125098823550536,0.047436099499464035,0.39733651280403137,-0.40011951327323914,0.2948513023342888,-13.959132323454584,-9.306425318631938,0.666690863706897,9.573075104504824,Unclassified,GEE-PIXEL-3593,Vegetative,29.759582402217884,77.07279464919023,Severe Stress,47.6281950250268,1,0.952563900500536,38.10255602002144,"{""type"":""Point"",""coordinates"":[77.07279464919023,29.759582402217884]}"
3595,0.05154154904904749,-0.18503272533416748,0.07685140520334244,-0.16720259189605713,0.053260155708958104,-19.395645796965756,-10.884127392464267,0.5611634728517494,10.0,Unclassified,GEE-PIXEL-3595,Sowing/Planting,29.649395487233257,76.88374676220317,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.88374676220317,29.649395487233257]}"
3598,0.08250375226369008,-0.10188108682632446,0.11645813286304474,-0.20614391565322876,0.07929226806955014,-21.20036002181135,-9.925628346803599,0.46818208769917136,10.0,Unclassified,GEE-PIXEL-3598,Sowing/Planting,29.90092308007705,77.06386896439811,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.06386896439811,29.90092308007705]}"
3599,0.06531489383826238,-0.1743849366903305,0.09658820182085037,-0.19142533838748932,0.06581534065279285,-19.07707419822274,-10.746938918894617,0.563343171524646,10.0,Unclassified,GEE-PIXEL-3599,Sowing/Planting,29.845840456468927,76.92336129200719,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92336129200719,29.845840456468927]}"
3600,0.18588025835760746,-0.07287541776895523,0.20375266671180725,-0.2483896017074585,0.16365640858877822,-21.104300293010073,-9.519887521722532,0.4510875907107516,10.0,Unclassified,GEE-PIXEL-3600,Sowing/Planting,29.521768541433193,76.73122415706212,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.73122415706212,29.521768541433193]}"
3601,0.2052843665220798,-0.07332053035497665,0.3508673906326294,-0.431791216135025,0.21938419656602445,-17.016159595011842,-10.087120976959449,0.5927966009858661,10.0,Unclassified,GEE-PIXEL-3601,Vegetative,29.6392749472531,76.83429672676172,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.83429672676172,29.6392749472531]}"
3603,0.07477602671231198,-0.22839878499507904,0.119419626891613,-0.22616136074066162,0.07479029749012125,-19.619367601904074,-8.12992008571974,0.41438239320787884,10.0,Unclassified,GEE-PIXEL-3603,Sowing/Planting,29.533341635582925,76.7763657426878,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7763657426878,29.533341635582925]}"
3605,-0.01684059870968542,-0.12803897261619568,-0.009419598616659641,-0.02272656187415123,-0.009203240371857638,-20.808552553567978,-10.527026208650014,0.5058990377850195,10.0,Unclassified,GEE-PIXEL-3605,Sowing/Planting,29.791698684921606,76.99392617016316,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.99392617016316,29.791698684921606]}"
3606,0.08472836388519664,-0.2062256932258606,0.10429447144269943,-0.19744205474853516,0.08224245204305353,-26.212523003491654,-16.071171138908426,0.6131104491497482,10.0,Unclassified,GEE-PIXEL-3606,Sowing/Planting,29.567381098216742,76.7650907757045,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7650907757045,29.567381098216742]}"
3607,0.048733226652586406,-0.17765986919403076,0.06913893669843674,-0.188600093126297,0.04637015728059927,-24.65838712373603,-13.957088075078373,0.5660179058370473,10.0,Unclassified,GEE-PIXEL-3607,Sowing/Planting,29.55854358970113,76.89720544312598,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.89720544312598,29.55854358970113]}"
3609,0.052651376826650734,-0.13616397976875305,0.07741641253232956,-0.1841445118188858,0.05413197617685206,-21.279618854499958,-10.855843882664564,0.5101522008943831,10.0,Unclassified,GEE-PIXEL-3609,Sowing/Planting,29.921705112982153,77.16713302503855,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.16713302503855,29.921705112982153]}"
3610,0.09917846658027668,-0.1921994835138321,0.1349078267812729,-0.20103201270103455,0.09389965834075559,-21.427121171806945,-11.02020049077774,0.5143108547679559,10.0,Unclassified,GEE-PIXEL-3610,Sowing/Planting,29.61130402776566,76.80437967526967,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.80437967526967,29.61130402776566]}"
3611,0.08663957829972393,-0.18104016780853271,0.11286450922489166,-0.27263426780700684,0.09113574916516348,-19.725663327011866,-11.98433009173584,0.6075501999912457,10.0,Unclassified,GEE-PIXEL-3611,Sowing/Planting,29.88632897034491,76.75601856358884,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.75601856358884,29.88632897034491]}"
3612,0.1627407586809939,-0.10465666651725769,0.1869918555021286,-0.21188288927078247,0.14473913087566878,-19.388918350089412,-10.908029407382145,0.5625909487582526,10.0,Unclassified,GEE-PIXEL-3612,Sowing/Planting,29.54205173272463,76.827857940524,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.827857940524,29.54205173272463]}"
3613,0.061158663506713076,-0.19239304959774017,0.0881553590297699,-0.14554375410079956,0.05905510425212864,-27.41753965370438,-13.90353800428864,0.5071037987726201,10.0,Unclassified,GEE-PIXEL-3613,Sowing/Planting,29.567287179967643,76.70315861620222,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70315861620222,29.567287179967643]}"
3614,0.1813347610204655,-0.05415276437997818,0.25601011514663696,-0.3472159504890442,0.18692259912958376,-18.488495555808854,-11.704484464308603,0.6330685513078295,10.0,Unclassified,GEE-PIXEL-3614,Vegetative,29.93882338167496,77.12234172886812,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.12234172886812,29.93882338167496]}"
3615,0.4619545053798913,0.21908973157405853,0.6050460934638977,-0.5919153094291687,0.41010742974399367,-15.822132405379467,-10.691947310031406,0.6757589755825301,8.028192415833473,Unclassified,GEE-PIXEL-3615,Flowering,29.854631164806165,77.01135703088445,Severe Stress,39.04551342129707,1,0.7809102684259415,31.23641073703766,"{""type"":""Point"",""coordinates"":[77.01135703088445,29.854631164806165]}"
3616,0.0828664615533829,-0.1771879643201828,0.10161717981100082,-0.16093115508556366,0.06974458267892726,-19.5364667713814,-11.873363813304179,0.6077539280772701,10.0,Unclassified,GEE-PIXEL-3616,Sowing/Planting,29.71729003589764,76.93608638839474,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.93608638839474,29.71729003589764]}"
3617,0.31542945916264115,0.00967719778418541,0.3753841817378998,-0.4033164978027344,0.29222650012287776,-18.27174161279014,-12.619034423240054,0.6906312152005257,9.912905219942331,Unclassified,GEE-PIXEL-3617,Vegetative,29.729132271617956,76.7797306038649,Severe Stress,49.51614011079073,1,0.9903228022158146,39.612912088632584,"{""type"":""Point"",""coordinates"":[76.7797306038649,29.729132271617956]}"
3618,0.053713371426432205,-0.21974965929985046,0.07699155807495117,-0.18981972336769104,0.05466611251632414,-23.170050835335356,-12.564218829574113,0.5422611914460849,10.0,Unclassified,GEE-PIXEL-3618,Sowing/Planting,29.57900451783134,76.70333019469481,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70333019469481,29.57900451783134]}"
3619,0.21943081158719618,-0.033428266644477844,0.24973128736019135,-0.2839506268501282,0.19759970484942532,-24.431529115716565,-13.043786614738345,0.5338915581930957,10.0,Unclassified,GEE-PIXEL-3619,Sowing/Planting,29.605803964522643,76.87261598096113,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.87261598096113,29.605803964522643]}"
3620,0.1375245754065959,-0.13586142659187317,0.17405858635902405,-0.30272340774536133,0.1276073717780239,-19.160309540155637,-11.335725122457257,0.5916253957341117,10.0,Unclassified,GEE-PIXEL-3620,Sowing/Planting,29.512816236602358,76.85324881646608,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.85324881646608,29.512816236602358]}"
3621,0.7552864960102244,0.21345481276512146,1.0,-0.9871470928192139,0.6960553213389289,-16.157946500784135,-8.202086429659735,0.5076193894367136,8.078906685113907,Paddy (Rice),GEE-PIXEL-3621,Flowering,29.563587619410644,77.00908032019612,Severe Stress,39.32725936174393,1,0.7865451872348785,31.46180748939514,"{""type"":""Point"",""coordinates"":[77.00908032019612,29.563587619410644]}"
3622,0.07296592793132328,-0.19204849004745483,0.1116664707660675,-0.2038446068763733,0.07862990172006179,-20.965777982468428,-12.272645662084045,0.5853656495700792,10.0,Unclassified,GEE-PIXEL-3622,Sowing/Planting,29.800127260379902,76.7293447305847,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7293447305847,29.800127260379902]}"
3623,0.05838198436086028,-0.13808196783065796,0.07632597535848618,-0.11572153121232986,0.051196808126364096,-20.921042952621516,-11.36348421384352,0.5431605289821436,10.0,Unclassified,GEE-PIXEL-3623,Sowing/Planting,29.879332487769048,77.10825742807478,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.10825742807478,29.879332487769048]}"
3624,0.08006456672899066,-0.13524644076824188,0.08817499876022339,-0.17073169350624084,0.07132327229395416,-24.47444620453174,-12.642699001034753,0.5165673377018493,10.0,Unclassified,GEE-PIXEL-3624,Sowing/Planting,29.839137268489065,76.77572695231503,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.77572695231503,29.839137268489065]}"
3625,0.07967088047873042,-0.08244532346725464,0.12439863383769989,-0.19025099277496338,0.0831062786926234,-19.39374617420758,-10.400639481427586,0.5362883438965549,10.0,Unclassified,GEE-PIXEL-3625,Sowing/Planting,29.626422908168664,76.72674772548812,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.72674772548812,29.626422908168664]}"
3626,0.07194014280645439,-0.2053872048854828,0.10023310035467148,-0.1909547746181488,0.07198194006193073,-20.625393349426616,-11.069443159169413,0.5366900649275234,10.0,Unclassified,GEE-PIXEL-3626,Sowing/Planting,29.674590725762375,76.64548848971715,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.64548848971715,29.674590725762375]}"
3627,0.07818247379004455,-0.15177033841609955,0.10874201357364655,-0.18116070330142975,0.06992688249491204,-19.778318419418483,-10.661911822977581,0.5390707205714904,10.0,Unclassified,GEE-PIXEL-3627,Sowing/Planting,29.67095210405245,76.85235011590922,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.85235011590922,29.67095210405245]}"
3628,0.15659209992287007,-0.10733222961425781,0.23966245353221893,-0.31754255294799805,0.1664418230276462,-19.277137990743853,-10.002509657753038,0.5188794198306451,10.0,Unclassified,GEE-PIXEL-3628,Sowing/Planting,29.572387214083697,76.65582187923155,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.65582187923155,29.572387214083697]}"
3629,0.052214741728376354,-0.2227417230606079,0.07724209129810333,-0.16479821503162384,0.050462854490514866,-20.58109973445607,-10.2730569218491,0.4991500723258448,10.0,Unclassified,GEE-PIXEL-3629,Sowing/Planting,29.712575181999817,76.74647481795299,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.74647481795299,29.712575181999817]}"
3630,0.08192265425148582,-0.1857680380344391,0.09727984666824341,-0.1794285625219345,0.067787532486781,-21.367332324555534,-11.4697210374759,0.5367877187496405,10.0,Unclassified,GEE-PIXEL-3630,Sowing/Planting,29.921760869260915,77.0203471124686,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.0203471124686,29.921760869260915]}"
3631,0.0592126161001188,-0.21095119416713715,0.09126216173171997,-0.19035133719444275,0.061842122720081494,-20.387214740941474,-12.185121270952601,0.5976844813512951,10.0,Unclassified,GEE-PIXEL-3631,Sowing/Planting,29.92211161821901,77.04603643060075,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.04603643060075,29.92211161821901]}"
3632,0.46413113830287955,0.20449699461460114,0.7039068937301636,-0.6259813904762268,0.46594804349091595,-13.84103397570213,-8.140849911087244,0.5881677997139714,8.15952704846859,Paddy (Rice),GEE-PIXEL-3632,Flowering,29.721873091875974,77.13118173123088,Severe Stress,39.77515026926994,1,0.7955030053853989,31.820120215415955,"{""type"":""Point"",""coordinates"":[77.13118173123088,29.721873091875974]}"
3633,0.15131394105604917,-0.07879696786403656,0.2164536863565445,-0.3919563889503479,0.1624700273817771,-22.176372137620316,-13.508647128709828,0.6091459709471386,10.0,Unclassified,GEE-PIXEL-3633,Sowing/Planting,29.833375261275386,77.07167631896,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.07167631896,29.833375261275386]}"
3636,0.08163552427423781,-0.040783971548080444,0.09153073281049728,-0.16368457674980164,0.07726282700686193,-20.528391087274002,-7.728522487983277,0.3764797168763057,10.0,Unclassified,GEE-PIXEL-3636,Sowing/Planting,29.49630354124633,76.92060975776971,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92060975776971,29.49630354124633]}"
3637,0.18064558806585884,-0.08009886741638184,0.2034994214773178,-0.2427336871623993,0.15646324000579195,-21.58122126514636,-11.630878645309544,0.5389351715247259,10.0,Unclassified,GEE-PIXEL-3637,Sowing/Planting,29.59166710885134,76.86234534944046,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.86234534944046,29.59166710885134]}"
3638,0.0516795898836405,-0.18310709297657013,0.06830818206071854,-0.16223174333572388,0.05141490877827032,-25.256727093999846,-11.990781457218134,0.47475596847315626,10.0,Unclassified,GEE-PIXEL-3638,Sowing/Planting,29.650353694604668,76.92473866613499,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92473866613499,29.650353694604668]}"
3639,0.05454085008116465,-0.1922398954629898,0.0701415091753006,-0.14833496510982513,0.0489594944249339,-21.84274839295004,-11.316250615308771,0.5180781708330886,10.0,Unclassified,GEE-PIXEL-3639,Sowing/Planting,29.652463396378575,76.85008499328126,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.85008499328126,29.652463396378575]}"
3642,0.1440513091597089,-0.06035025790333748,0.20570619404315948,-0.24149277806282043,0.1420243483496565,-21.111412274120273,-10.919436680410104,0.5172291202434133,10.0,Unclassified,GEE-PIXEL-3642,Sowing/Planting,29.511548428035887,76.57160872731008,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.57160872731008,29.511548428035887]}"
3644,0.04654117601474034,-0.21363359689712524,0.07370137423276901,-0.1771019697189331,0.04684798284441371,-21.23458921153725,-11.198841147968954,0.527386782187957,10.0,Unclassified,GEE-PIXEL-3644,Sowing/Planting,29.608626902855843,77.00693869697503,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.00693869697503,29.608626902855843]}"
3645,0.30208277422696306,0.07637327164411545,0.46596068143844604,-0.5101245641708374,0.30916797090377396,-16.44330210191608,-10.633355705250843,0.6466679433372279,9.312640555202961,Unclassified,GEE-PIXEL-3645,Vegetative,29.50709122749831,77.0971130957517,Severe Stress,46.18133641779423,1,0.9236267283558846,36.94506913423538,"{""type"":""Point"",""coordinates"":[77.0971130957517,29.50709122749831]}"
3647,0.06953091530120652,-0.11887872219085693,0.07181856036186218,-0.14150197803974152,0.05255070344486547,-24.702134714982066,-11.20345555357998,0.4535420171733984,10.0,Unclassified,GEE-PIXEL-3647,Sowing/Planting,29.886686003964204,77.162259618306,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.162259618306,29.886686003964204]}"
3649,0.09773541428092436,-0.10778170078992844,0.11757946759462357,-0.19411985576152802,0.09009978034562764,-19.58426998561406,-12.609930865303877,0.643880600014568,10.0,Unclassified,GEE-PIXEL-3649,Sowing/Planting,29.817186891049353,77.08125737326621,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.08125737326621,29.817186891049353]}"
3650,0.054825480192993443,-0.2056533396244049,0.0774516686797142,-0.1674918383359909,0.05318706246806175,-21.80361639867831,-11.833324420832716,0.5427230394804169,10.0,Unclassified,GEE-PIXEL-3650,Sowing/Planting,29.54145921824787,76.78314961911867,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.78314961911867,29.54145921824787]}"
3651,0.07684227600506786,-0.1464546173810959,0.07602342218160629,-0.13460183143615723,0.061987976040625566,-23.767198614031276,-13.397060595331284,0.5636785965637848,10.0,Unclassified,GEE-PIXEL-3651,Sowing/Planting,29.85223567395766,76.8171108838765,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8171108838765,29.85223567395766]}"
3652,0.06686505549551543,-0.1838790774345398,0.17059889435768127,-0.2564226984977722,0.0794729663898626,-19.36522283638129,-11.39151682818568,0.5882461313603198,10.0,Unclassified,GEE-PIXEL-3652,Sowing/Planting,29.904562610135216,77.13181388072833,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.13181388072833,29.904562610135216]}"
3653,0.3707817172109529,-4.525714030023664E-4,0.5817617177963257,-0.5977815389633179,0.39781259010943804,-15.540703563887881,-8.307203004660831,0.5345448811281145,10.0,Unclassified,GEE-PIXEL-3653,Flowering,29.526952495176957,77.00486272565044,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.00486272565044,29.526952495176957]}"
3654,0.07076277008499716,-0.17386960983276367,0.09406877309083939,-0.20732799172401428,0.0725665545861196,-25.704713261882645,-14.682982307416118,0.5712175323273088,10.0,Unclassified,GEE-PIXEL-3654,Sowing/Planting,29.823204659840176,76.74815126928938,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.74815126928938,29.823204659840176]}"
3655,0.05520681636372965,-0.16312424838542938,0.07189374417066574,-0.16471295058727264,0.051670350413189,-23.560473600668146,-12.568444211602042,0.5334546731989416,10.0,Unclassified,GEE-PIXEL-3655,Sowing/Planting,29.511566875851706,76.96915635511263,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.96915635511263,29.511566875851706]}"
3658,0.1497377943938704,-0.07805804908275604,0.2244063913822174,-0.3175731301307678,0.16255220139230714,-23.4290832386568,-12.0310969035487,0.5135112327916114,10.0,Unclassified,GEE-PIXEL-3658,Sowing/Planting,29.741379901960222,76.93769263950587,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.93769263950587,29.741379901960222]}"
3659,0.05756556120884174,-0.1950170397758484,0.10401227325201035,-0.1820557564496994,0.06849546138185975,-25.215203044744946,-14.414643129213454,0.5716647879177944,10.0,Unclassified,GEE-PIXEL-3659,Sowing/Planting,29.486874637233917,76.60571778665499,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.60571778665499,29.486874637233917]}"
3660,0.06947787290867108,-0.15926551818847656,0.07634661346673965,-0.1555481255054474,0.06303439142961771,-27.44265614983292,-15.098648256468694,0.5501890459954499,10.0,Unclassified,GEE-PIXEL-3660,Sowing/Planting,29.653756344255832,76.80297483681362,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.80297483681362,29.653756344255832]}"
3661,0.06536867412409227,-0.16365589201450348,0.0829087421298027,-0.16918428242206573,0.05763038528137551,-19.203435241445202,-12.961406403643759,0.6749525236309147,10.0,Unclassified,GEE-PIXEL-3661,Sowing/Planting,29.863470756062355,77.09050430419553,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.09050430419553,29.863470756062355]}"
3662,0.18581203658140266,-0.12348509579896927,0.2388889044523239,-0.2816092073917389,0.1660944269001391,-20.03594305508461,-12.500398488560611,0.6238987143301471,10.0,Unclassified,GEE-PIXEL-3662,Sowing/Planting,29.82790301066536,76.89062578501554,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.89062578501554,29.82790301066536]}"
3663,0.13838947141045638,-0.0983024463057518,0.15651626884937286,-0.2379651814699173,0.1271132537354062,-23.802569425574,-12.446618999080048,0.5229107538540727,10.0,Unclassified,GEE-PIXEL-3663,Sowing/Planting,29.5566441513502,76.83237646350275,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.83237646350275,29.5566441513502]}"
3664,0.056172966660611875,-0.18813732266426086,0.07541506737470627,-0.1578795313835144,0.05417124881144595,-20.522767443629224,-12.272231223626777,0.5979813324551273,10.0,Unclassified,GEE-PIXEL-3664,Sowing/Planting,29.75965414351711,76.7500409920705,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7500409920705,29.75965414351711]}"
3665,0.29031499749227213,0.055734965950250626,0.3928152322769165,-0.4369214177131653,0.28031873054437,-17.670584652751415,-11.925342858117329,0.6748697775050844,9.498385306447744,Unclassified,GEE-PIXEL-3665,Vegetative,29.66770817119204,77.08423474900725,Severe Stress,47.21325170248747,1,0.9442650340497494,37.770601361989975,"{""type"":""Point"",""coordinates"":[77.08423474900725,29.66770817119204]}"
3666,0.056282162228425095,-0.20403341948986053,0.08794408291578293,-0.19859983026981354,0.05751343741688149,-19.57088989889581,-10.778789231877894,0.5507562424763462,10.0,Unclassified,GEE-PIXEL-3666,Sowing/Planting,29.80843162025375,76.8319161097354,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8319161097354,29.80843162025375]}"
3667,0.08447293184695706,0.15506546199321747,0.12547697126865387,-0.176719069480896,0.08923859030962827,-17.458075723758895,-8.699544590472925,0.4983106515538976,8.604410842061043,Unclassified,GEE-PIXEL-3667,Sowing/Planting,29.885561691138452,77.10724713178396,Severe Stress,42.24672690033913,1,0.8449345380067825,33.7973815202713,"{""type"":""Point"",""coordinates"":[77.10724713178396,29.885561691138452]}"
3668,0.05349864163433338,-0.15118339657783508,0.07723743468523026,-0.14164304733276367,0.055672712174453076,-22.581003354224833,-11.25754029275475,0.4985403267826373,10.0,Unclassified,GEE-PIXEL-3668,Sowing/Planting,29.582756028596048,76.96615493985556,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.96615493985556,29.582756028596048]}"
3669,0.13291316394167998,-0.10204081982374191,0.15731114149093628,-0.27468031644821167,0.12643889857123153,-20.23645112448975,-9.142918868700704,0.4518044821327692,10.0,Unclassified,GEE-PIXEL-3669,Sowing/Planting,29.85018005171372,76.76020735056912,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.76020735056912,29.85018005171372]}"
3670,0.09947991832385791,-0.07812143862247467,0.1954842507839203,-0.24464286863803864,0.11797752268637696,-20.838733306244755,-16.72045749371972,0.8023740239087909,10.0,Unclassified,GEE-PIXEL-3670,Sowing/Planting,29.926558414746506,76.9044087828449,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.9044087828449,29.926558414746506]}"
3672,0.06947368114885161,-0.13416267931461334,0.07153008878231049,-0.1277591735124588,0.05687140559686836,-25.50140251211642,-16.707214114392514,0.6551488594246263,10.0,Unclassified,GEE-PIXEL-3672,Sowing/Planting,29.51830672722115,76.94261189886181,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.94261189886181,29.51830672722115]}"
3675,0.10813335354864201,-0.13839209079742432,0.15020860731601715,-0.2680807411670685,0.10435902000851256,-20.903184448877276,-12.130211281873196,0.5803044934059897,10.0,Unclassified,GEE-PIXEL-3675,Sowing/Planting,29.620272329080443,77.00280326436038,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.00280326436038,29.620272329080443]}"
3676,0.13753056238677877,-0.1750616431236267,0.19133934378623962,-0.2673160135746002,0.13691683590416145,-19.605661924499223,-12.39968798580948,0.6324544749376358,10.0,Unclassified,GEE-PIXEL-3676,Sowing/Planting,29.881852987381375,76.88437000660277,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.88437000660277,29.881852987381375]}"
3678,0.06946375209126046,-0.12434094399213791,0.08448375016450882,-0.14567974209785461,0.06071245682738747,-16.12702158581357,-8.715186089558873,0.5404089393440316,10.0,Unclassified,GEE-PIXEL-3678,Sowing/Planting,29.758435924486157,77.11423442845954,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.11423442845954,29.758435924486157]}"
3679,0.05780932501704166,-0.18060259521007538,0.08486351370811462,-0.19128066301345825,0.056810626788541554,-21.19837523330387,-10.869903312408109,0.5127706112165368,10.0,Unclassified,GEE-PIXEL-3679,Sowing/Planting,29.909337459043403,76.79139927141544,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.79139927141544,29.909337459043403]}"
3680,0.08758073606399386,-0.18330365419387817,0.11238434165716171,-0.20650097727775574,0.08020551510125189,-20.238429475042242,-11.094992594676826,0.548214136703303,10.0,Unclassified,GEE-PIXEL-3680,Sowing/Planting,29.561085304562553,76.73259385581723,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.73259385581723,29.561085304562553]}"
3682,0.5383253527988036,0.2919006943702698,0.853874146938324,-0.8371554017066956,0.5568618565983106,-13.28926996920618,-8.552517013789336,0.6435656493677102,7.372893750667572,Paddy (Rice),GEE-PIXEL-3682,Flowering,29.574471329319337,77.05579967175262,Severe Stress,35.40496528148651,1,0.7080993056297302,28.32397222518921,"{""type"":""Point"",""coordinates"":[77.05579967175262,29.574471329319337]}"
3683,0.07564298049809824,-0.13539078831672668,0.0766410082578659,-0.15838229656219482,0.0627057118830069,-22.848213473127586,-12.780675711590511,0.5593731118625677,10.0,Unclassified,GEE-PIXEL-3683,Sowing/Planting,29.593920414120365,76.7441041951542,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7441041951542,29.593920414120365]}"
